,target,feature,weight
17247,B-NAME,word.lower():130,0.203833
17248,B-NAME,word[-3:]:130,0.203833
17249,B-NAME,-1:word.lower():steel,0.203204
17250,B-NAME,-1:word.lower():s5,0.203014
17251,B-NAME,word[:3]:NC2,0.202619
17252,B-NAME,-1:word.lower():link,0.202619
17253,B-NAME,word.lower():nc200,0.202619
17254,B-NAME,-1:word.lower():klasik,0.202355
17255,B-NAME,-1:word.lower():saem,0.20198
17256,B-NAME,word[-3:]:tic,0.20181
17257,B-NAME,+1:word.lower():jabang,0.201774
17258,B-NAME,word.lower():s1578,0.201774
17259,B-NAME,word[-3:]:578,0.201774
17260,B-NAME,word[:3]:S15,0.201774
17261,B-NAME,word[:3]:Ker,0.201739
17262,B-NAME,word[-3:]:CX,0.201722
17263,B-NAME,word[:3]:CX,0.201722
17264,B-NAME,word.lower():cx,0.201722
17265,B-NAME,word[-3:]:kle,0.201554
17266,B-NAME,+1:word.lower():gusto,0.201099
17267,B-NAME,word[-3:]:lce,0.201099
17268,B-NAME,word.lower():dolce,0.201099
17269,B-NAME,-1:word.lower():nescaf,0.201099
17270,B-NAME,word[-3:]:ITY,0.201085
17271,B-NAME,-1:word.lower():oxone,0.200491
17272,B-NAME,+1:word.lower():232,0.200275
17273,B-NAME,word[:3]:RS,0.200275
17274,B-NAME,word[-3:]:RS,0.200275
17275,B-NAME,word.lower():rs,0.200275
17276,B-NAME,-1:word.lower():db9,0.200275
17277,B-NAME,+1:word.lower():490,0.200107
17278,B-NAME,word[:3]:CTH,0.200107
17279,B-NAME,word[-3:]:CTH,0.200107
17280,B-NAME,word.lower():cth,0.200107
17281,B-NAME,word[:3]:Sec,0.20003
17282,B-NAME,word.lower():sony,0.199913
17283,B-NAME,word.lower():seri,0.199825
17284,B-NAME,-1:word.lower():tumbler,0.199803
17285,B-NAME,word.lower():ax,0.199758
17286,B-NAME,word[-3:]:AX,0.199758
17287,B-NAME,+1:word.lower():gamis,0.199758
17288,B-NAME,-1:word.lower():ofashion,0.199758
17289,B-NAME,word[:3]:AX,0.199758
17290,B-NAME,+1:word.lower():waterproof,0.199699
17291,B-NAME,-1:word.lower():pen,0.199541
17292,B-NAME,-1:word.lower():united,0.199523
17293,B-NAME,-1:postag:PRP,0.199331
17294,B-NAME,word.lower():kracie,0.198872
17295,B-NAME,word[-3:]:cie,0.198872
17296,B-NAME,+1:word.lower():burger,0.198872
17297,B-NAME,+1:word.lower():standar,0.19884
17298,B-NAME,word.lower():gold,0.198839
17299,B-NAME,word.lower():cn3821,0.198694
17300,B-NAME,word[:3]:CN3,0.198694
17301,B-NAME,word.lower():r16-0361,0.198677
17302,B-NAME,+1:word.lower():514,0.198677
17303,B-NAME,word[:3]:R16,0.198677
17304,B-NAME,word[-3:]:361,0.198677
17305,B-NAME,word.lower():m-2911,0.198553
17306,B-NAME,word[-3:]:911,0.198553
17307,B-NAME,-1:word.lower():pasah,0.198553
17308,B-NAME,word[:3]:M-2,0.198553
17309,B-NAME,word.lower():coloring,0.198344
17310,B-NAME,+1:word.lower():s670,0.197933
17311,B-NAME,word[:3]:PSR,0.197933
17312,B-NAME,word[-3:]:PSR,0.197933
17313,B-NAME,word.lower():psr,0.197933
17314,B-NAME,+1:word.lower():sports,0.197548
17315,B-NAME,-1:word.lower():rgo,0.197526
17316,B-NAME,word[-3:]:02L,0.19738
17317,B-NAME,word.lower():5002l,0.19738
17318,B-NAME,-1:word.lower():hegner,0.19738
17319,B-NAME,word.lower():z,0.196977
17320,B-NAME,word.lower():keriping,0.196711
17321,B-NAME,word.lower():facial,0.19669
17322,B-NAME,-1:word.lower():lasebo,0.196434
17323,B-NAME,+1:word.lower():z35,0.196424
17324,B-NAME,word[-3:]:RAL,0.196095
17325,B-NAME,word[:3]:Les,0.196014
17326,B-NAME,-1:word.lower():raket,0.195963
17327,B-NAME,+1:word.lower():48th,0.195841
17328,B-NAME,word[-3:]:BL,0.195841
17329,B-NAME,word[:3]:BL,0.195841
17330,B-NAME,word.lower():bl,0.195841
17331,B-NAME,+1:word.lower():chocolate,0.195682
17332,B-NAME,-1:word.lower():cadbury,0.195682
17333,B-NAME,word.lower():sc-rt-8010l-tgl-gw,0.195624
17334,B-NAME,word[-3:]:-GW,0.195624
17335,B-NAME,word.lower():silencer,0.195597
17336,B-NAME,+1:word.lower():conditioning,0.195576
17337,B-NAME,+1:word.lower():pang,0.195472
17338,B-NAME,+1:word.lower():water,0.195426
17339,B-NAME,+1:word.lower():dengan,0.195175
17340,B-NAME,+1:word.lower():body,0.194301
17341,B-NAME,word.lower():the,0.193898
17342,B-NAME,+1:word.lower():ultra,0.193894
17343,B-NAME,word[-3:]:ila,0.19388
17344,B-NAME,word.lower():simply,0.193753
17345,B-NAME,word[:3]:T,0.193559
17346,B-NAME,word.lower():t,0.193559
17347,B-NAME,word[-3:]:T,0.193559
17348,B-NAME,+1:word.lower():t',0.193142
17349,B-NAME,word.lower():spice,0.193142
17350,B-NAME,word[-3:]:s15,0.193007
17351,B-NAME,-1:word.lower():ultrafire,0.193007
17352,B-NAME,word.lower():rst-s15,0.193007
17353,B-NAME,word[:3]:RST,0.193007
17354,B-NAME,word.lower():macbook,0.192875
17355,B-NAME,word[:3]:BR9,0.192429
17356,B-NAME,word[-3:]:807,0.192429
17357,B-NAME,word.lower():br9807,0.192429
17358,B-NAME,word[:3]:YOU,0.192301
17359,B-NAME,-1:word.lower():sale,0.192113
17360,B-NAME,-1:word.lower():kalung,0.191964
17361,B-NAME,word.lower():887g,0.191885
17362,B-NAME,word[-3:]:87G,0.191885
17363,B-NAME,word[:3]:887,0.191885
17364,B-NAME,+1:word.lower():multimedia,0.191885
17365,B-NAME,word[-3:]:00e,0.19186
17366,B-NAME,word[:3]:E2-,0.19186
17367,B-NAME,-1:word.lower():dual-core,0.19186
17368,B-NAME,word.lower():e2-9000e,0.19186
17369,B-NAME,word.lower():v5s,0.191749
17370,B-NAME,word[-3:]:V5S,0.191749
17371,B-NAME,word[:3]:V5S,0.191749
17372,B-NAME,+1:word.lower():y67,0.191749
17373,B-NAME,+1:word.lower():brew,0.191733
17374,B-NAME,-1:word.lower():nescafe,0.191733
17375,B-NAME,word[-3:]:end,0.191733
17376,B-NAME,word[-3:]:low,0.191708
17377,B-NAME,word[-3:]:Hot,0.191701
17378,B-NAME,word[-3:]:MUS,0.191375
17379,B-NAME,-1:word.lower():huawei,0.190884
17380,B-NAME,word[-3:]:ana,0.190818
17381,B-NAME,word[-3:]:AM2,0.190739
17382,B-NAME,word.lower():am2,0.190739
17383,B-NAME,+1:word.lower():am2+,0.190739
17384,B-NAME,word[:3]:Rc,0.190544
17385,B-NAME,-1:word.lower():kyt,0.190544
17386,B-NAME,word[-3:]:Rc,0.190544
17387,B-NAME,+1:word.lower():350,0.190498
17388,B-NAME,word[:3]:Tap,0.190379
17389,B-NAME,word.lower():herbal,0.190313
17390,B-NAME,word[-3:]:UFL,0.19014
17391,B-NAME,word[:3]:UFL,0.19014
17392,B-NAME,+1:word.lower():4252,0.19014
17393,B-NAME,word.lower():ufl,0.19014
17394,B-NAME,-1:word.lower():lock,0.19014
17395,B-NAME,word.lower():autorace,0.190072
17396,B-NAME,-1:word.lower():oximus,0.189669
17397,B-NAME,word[:3]:LYN,0.189669
17398,B-NAME,word.lower():lynx-21,0.189669
17399,B-NAME,word.lower():paket,0.189427
17400,B-NAME,word[:3]:Bra,0.188841
17401,B-NAME,word[:3]:Tai,0.1887
17402,B-NAME,+1:word.lower():slim,0.188402
17403,B-NAME,+1:word.lower():14,0.188347
17404,B-NAME,word[:3]:Hay,0.188336
17405,B-NAME,word.lower():hayabusa,0.188336
17406,B-NAME,word[-3:]:usa,0.188336
17407,B-NAME,word[:3]:Mat,0.187964
17408,B-NAME,word[:3]:For,0.187908
17409,B-NAME,word.lower():x450cc,0.187289
17410,B-NAME,-1:word.lower():x450ca,0.187289
17411,B-NAME,word[-3:]:0CC,0.187289
17412,B-NAME,word.lower():cpl,0.187198
17413,B-NAME,+1:word.lower():912,0.187198
17414,B-NAME,word[:3]:cpl,0.187198
17415,B-NAME,word[-3:]:cpl,0.187198
17416,B-NAME,-1:word.lower():mixstyle,0.186686
17417,B-NAME,word[:3]:LAS,0.186359
17418,B-NAME,word[:3]:Sat,0.186352
17419,B-NAME,word.lower():fine,0.186327
17420,B-NAME,word.lower():universal,0.186219
17421,B-NAME,word[-3:]:axi,0.186217
17422,B-NAME,word.lower():maxi,0.186217
17423,B-NAME,word.lower():stempower,0.185425
17424,B-NAME,word.lower():w-734-9av,0.184816
17425,B-NAME,word[:3]:W-7,0.184816
17426,B-NAME,+1:word.lower():734,0.184816
17427,B-NAME,+1:word.lower():meiryo,0.18481
17428,B-NAME,-1:word.lower():nakamichi,0.18481
17429,B-NAME,+1:word.lower():19v,0.184726
17430,B-NAME,word.lower():stay,0.184579
17431,B-NAME,word[:3]:Iph,0.184248
17432,B-NAME,word.lower():sgp,0.184213
17433,B-NAME,word[:3]:SGP,0.184213
17434,B-NAME,word[-3:]:SGP,0.184213
17435,B-NAME,word[-3:]:ory,0.184055
17436,B-NAME,word[:3]:Kor,0.18391
17437,B-NAME,word.lower():dat,0.183749
17438,B-NAME,+1:word.lower():654321,0.183749
17439,B-NAME,word.lower():plus,0.183495
17440,B-NAME,+1:word.lower():cloud,0.183477
17441,B-NAME,-1:word.lower():bose,0.183451
17442,B-NAME,word.lower():solo,0.183451
17443,B-NAME,-1:word.lower():spigen,0.182945
17444,B-NAME,-1:word.lower():gores,0.182735
17445,B-NAME,+1:word.lower():motor,0.182713
17446,B-NAME,word[-3:]:lic,0.182657
17447,B-NAME,word[:3]:AC8,0.181883
17448,B-NAME,word.lower():ac8499md,0.181883
17449,B-NAME,word[-3:]:9MD,0.181883
17450,B-NAME,+1:word.lower():ramyun,0.181382
17451,B-NAME,word.lower():seafood,0.181382
17452,B-NAME,+1:word.lower():4g,0.181359
17453,B-NAME,+1:word.lower():authentic,0.180909
17454,B-NAME,word[:3]:BMT,0.180891
17455,B-NAME,-1:word.lower():morinaga,0.180891
17456,B-NAME,+1:word.lower():regular,0.180891
17457,B-NAME,word.lower():bmt,0.180891
17458,B-NAME,word[-3:]:BMT,0.180891
17459,B-NAME,-1:word.lower():evercoss,0.180779
17460,B-NAME,word[:3]:ep4,0.180665
17461,B-NAME,+1:word.lower():ud3r,0.180665
17462,B-NAME,-1:word.lower():gigabyte,0.180665
17463,B-NAME,word.lower():ep45,0.180665
17464,B-NAME,word[-3:]:p45,0.180665
17465,B-NAME,word[:3]:Dra,0.180608
17466,B-NAME,word[:3]:Her,0.180251
17467,B-NAME,+1:word.lower():mega,0.180116
17468,B-NAME,word.lower():amp,0.17995
17469,B-NAME,-1:word.lower():model,0.179825
17470,B-NAME,word.lower():crunchy,0.179772
17471,B-NAME,-1:word.lower():ovomaltine,0.179772
17472,B-NAME,word[-3:]:chy,0.179772
17473,B-NAME,word[:3]:Cru,0.179772
17474,B-NAME,+1:word.lower():i32100,0.179548
17475,B-NAME,+1:word.lower():breast,0.179444
17476,B-NAME,word[:3]:IB-,0.17927
17477,B-NAME,word.lower():ib-11,0.17927
17478,B-NAME,word.lower():secret,0.179097
17479,B-NAME,word[:3]:Min,0.178997
17480,B-NAME,word[-3:]:ply,0.178991
17481,B-NAME,+1:word.lower():z5s,0.178719
17482,B-NAME,word.lower():nubia,0.178719
17483,B-NAME,word[:3]:Nub,0.178719
17484,B-NAME,word[-3:]:bia,0.178719
17485,B-NAME,word.lower():frontline,0.178448
17486,B-NAME,word[:3]:F-9,0.17811
17487,B-NAME,word[-3:]:998,0.17811
17488,B-NAME,word.lower():f-998,0.17811
17489,B-NAME,-1:word.lower():axon,0.17811
17490,B-NAME,word[-3:]:TON,0.177958
17491,B-NAME,-1:word.lower():anmum,0.177337
17492,B-NAME,+1:word.lower():rebel,0.177009
17493,B-NAME,word[-3:]:ino,0.176961
17494,B-NAME,word[-3:]:GRO,0.176718
17495,B-NAME,word[:3]:Dia,0.176669
17496,B-NAME,word[:3]:Btr,0.176414
17497,B-NAME,word.lower():btr0006,0.176414
17498,B-NAME,word[-3:]:006,0.176414
17499,B-NAME,+1:word.lower():roxie,0.176414
17500,B-NAME,-1:word.lower():uv-b5,0.176393
17501,B-NAME,word[-3:]:-B6,0.176393
17502,B-NAME,+1:word.lower():radio,0.176393
17503,B-NAME,word.lower():uv-b6,0.176393
17504,B-NAME,word.lower():love,0.17629
17505,B-NAME,word[:3]:T-9,0.176188
17506,B-NAME,word[-3:]:80i,0.176188
17507,B-NAME,word.lower():t-9880i,0.176188
17508,B-NAME,word[:3]:T98,0.176156
17509,B-NAME,word[-3:]:90i,0.176156
17510,B-NAME,word.lower():t9890i,0.176156
17511,B-NAME,word[-3:]:per,0.175942
17512,B-NAME,word[:3]:GOL,0.17591
17513,B-NAME,+1:word.lower():essential,0.175672
17514,B-NAME,-1:word.lower():blackwood,0.175459
17515,B-NAME,-1:word.lower():v5,0.175435
17516,B-NAME,word[:3]:col,0.175298
17517,B-NAME,-1:word.lower():cleaner,0.175005
17518,B-NAME,-1:word.lower():gmc,0.174908
17519,B-NAME,+1:word.lower():seven,0.174845
17520,B-NAME,-1:word.lower():mah,0.174504
17521,B-NAME,word[:3]:IP,0.174165
17522,B-NAME,word[-3:]:IP,0.174165
17523,B-NAME,word.lower():ip,0.174165
17524,B-NAME,+1:word.lower():310s-11iap,0.174165
17525,B-NAME,word[-3:]:VER,0.173378
17526,B-NAME,-1:word.lower():elicina,0.172963
17527,B-NAME,+1:word.lower():for,0.172918
17528,B-NAME,word[-3:]:Lip,0.172417
17529,B-NAME,word.lower():lip,0.172417
17530,B-NAME,+1:word.lower():treatment,0.171786
17531,B-NAME,word[-3:]:lly,0.171569
17532,B-NAME,word[-3:]:S18,0.171384
17533,B-NAME,word.lower():es18,0.171384
17534,B-NAME,-1:word.lower():soundmagic,0.171384
17535,B-NAME,word[:3]:ES1,0.171384
17536,B-NAME,word[-3:]:DG,0.171241
17537,B-NAME,+1:word.lower():2085,0.171241
17538,B-NAME,word[:3]:DG,0.171241
17539,B-NAME,word.lower():dg,0.171241
17540,B-NAME,word[-3:]:ith,0.170854
17541,B-NAME,+1:word.lower():52,0.170623
17542,B-NAME,+1:word.lower():5658,0.170561
17543,B-NAME,word.lower():ll,0.170561
17544,B-NAME,word[-3:]:LL,0.170561
17545,B-NAME,word[:3]:LL,0.170561
17546,B-NAME,word[:3]:R53,0.170081
17547,B-NAME,word.lower():r535,0.170081
17548,B-NAME,word[:3]:Spr,0.170071
17549,B-NAME,word[:3]:Kra,0.170038
17550,B-NAME,-1:word.lower():style,0.169633
17551,B-NAME,word.lower():1603-03,0.169482
17552,B-NAME,-1:word.lower():logitech,0.169441
17553,B-NAME,-1:word.lower():cutter,0.169172
17554,B-NAME,word.lower():face,0.168944
17555,B-NAME,word[:3]:Ash,0.168529
17556,B-NAME,word.lower():asha,0.168529
17557,B-NAME,+1:word.lower():210,0.168529
17558,B-NAME,word[-3:]:sha,0.168529
17559,B-NAME,word[-3:]:tra,0.16835
17560,B-NAME,+1:word.lower():40,0.16792
17561,B-NAME,-1:word.lower():alpo,0.167589
17562,B-NAME,+1:word.lower():beef,0.167589
17563,B-NAME,-1:word.lower():kasir,0.167474
17564,B-NAME,word[:3]:TM-,0.167474
17565,B-NAME,word[-3:]:20D,0.167474
17566,B-NAME,word.lower():tm-u220d,0.167474
17567,B-NAME,word[:3]:Duo,0.167384
17568,B-NAME,word.lower():duora,0.167384
17569,B-NAME,+1:word.lower():masker,0.167371
17570,B-NAME,+1:word.lower():cable,0.167343
17571,B-NAME,word[-3:]:olo,0.167178
17572,B-NAME,word.lower():ipod,0.166919
17573,B-NAME,word[:3]:iPo,0.166919
17574,B-NAME,word.lower():blend,0.166545
17575,B-NAME,-1:word.lower():mini,0.166311
17576,B-NAME,word[-3:]:PSG,0.166028
17577,B-NAME,word[:3]:PSG,0.166028
17578,B-NAME,word.lower():psg,0.166028
17579,B-NAME,+1:word.lower():607,0.166028
17580,B-NAME,+1:word.lower():5g,0.165974
17581,B-NAME,word.lower():liquid,0.165945
17582,B-NAME,word[:3]:Liq,0.165945
17583,B-NAME,+1:word.lower():e700/e39/ts,0.165945
17584,B-NAME,word[-3:]:bal,0.165943
17585,B-NAME,word[-3:]:535,0.16588
17586,B-NAME,+1:word.lower():handsfree,0.165822
17587,B-NAME,word[:3]:IPH,0.165624
17588,B-NAME,+1:word.lower():gunting,0.165525
17589,B-NAME,+1:word.lower():t3e,0.165213
17590,B-NAME,word.lower():vandroid,0.165213
17591,B-NAME,-1:word.lower():jersey,0.164996
17592,B-NAME,-1:word.lower():lampu,0.164867
17593,B-NAME,word[-3:]:ode,0.164738
17594,B-NAME,word.lower():6629s3,0.164708
17595,B-NAME,word[-3:]:9S3,0.164708
17596,B-NAME,word[:3]:662,0.164708
17597,B-NAME,word[:3]:Meg,0.164604
17598,B-NAME,word.lower():mega,0.164604
17599,B-NAME,word[-3:]:ian,0.164496
17600,B-NAME,word.lower():andromax,0.164165
17601,B-NAME,-1:word.lower():depan,0.163966
17602,B-NAME,word[:3]:Int,0.163928
17603,B-NAME,word[:3]:CAN,0.163899
17604,B-NAME,word.lower():limited,0.163452
17605,B-NAME,-1:word.lower():earphone,0.162976
17606,B-NAME,word[-3:]:005,0.162835
17607,B-NAME,-1:word.lower():paket,0.162603
17608,B-NAME,word[:3]:Lim,0.162451
17609,B-NAME,-1:word.lower():mesin,0.162157
17610,B-NAME,word.lower():polymos,0.16165
17611,B-NAME,-1:word.lower():romoss,0.16165
17612,B-NAME,+1:word.lower():5-100,0.161374
17613,B-NAME,word.lower():gws,0.161374
17614,B-NAME,word[:3]:GWS,0.161374
17615,B-NAME,word[-3:]:GWS,0.161374
17616,B-NAME,+1:word.lower():rose,0.161209
17617,B-NAME,word[-3:]:9AV,0.16087
17618,B-NAME,+1:word.lower():gaming,0.160579
17619,B-NAME,-1:word.lower():dog,0.160322
17620,B-NAME,+1:word.lower():tab,0.160241
17621,B-NAME,word[-3:]:est,0.160191
17622,B-NAME,+1:word.lower():motif,0.160125
17623,B-NAME,word.lower():bsx,0.159779
17624,B-NAME,word[-3:]:BSX,0.159779
17625,B-NAME,word[:3]:BSX,0.159779
17626,B-NAME,-1:word.lower():bell,0.159779
17627,B-NAME,+1:word.lower():a2,0.159779
17628,B-NAME,+1:word.lower():2.0,0.159711
17629,B-NAME,word.lower():vibe,0.159614
17630,B-NAME,word[:3]:Vib,0.159614
17631,B-NAME,word[-3:]:ibe,0.159614
17632,B-NAME,word[-3:]:ars,0.159607
17633,B-NAME,word.lower():v5,0.159485
17634,B-NAME,word[-3:]:V5,0.159485
17635,B-NAME,word[:3]:V5,0.159485
17636,B-NAME,-1:word.lower():vivo,0.159485
17637,B-NAME,+1:word.lower():11,0.159008
17638,B-NAME,word[-3:]:A39,0.158797
17639,B-NAME,word[:3]:A39,0.158797
17640,B-NAME,word.lower():a39,0.158797
17641,B-NAME,word[-3:]:OPC,0.158691
17642,B-NAME,+1:word.lower():4us,0.158691
17643,B-NAME,word[:3]:OPC,0.158691
17644,B-NAME,word.lower():opc,0.158691
17645,B-NAME,word.lower():c100si,0.158411
17646,B-NAME,+1:word.lower():in-ear,0.158411
17647,B-NAME,word[:3]:C10,0.158411
17648,B-NAME,word[-3:]:0SI,0.158411
17649,B-NAME,word[:3]:The,0.15799
17650,B-NAME,word[-3:]:810,0.157949
17651,B-NAME,word.lower():pg-810,0.157949
17652,B-NAME,word[:3]:GAL,0.157865
17653,B-NAME,word.lower():rc,0.157691
17654,B-NAME,word[:3]:Pak,0.157465
17655,B-NAME,-1:word.lower():kaos,0.157287
17656,B-NAME,-1:word.lower():schick,0.157225
17657,B-NAME,+1:stopword,0.157204
17658,B-NAME,word[-3:]:G3C,0.156876
17659,B-NAME,word[:3]:G3C,0.156876
17660,B-NAME,word.lower():g3c,0.156876
17661,B-NAME,word[-3:]:INI,0.156744
17662,B-NAME,+1:word.lower():putih,0.156688
17663,B-NAME,-1:word.lower():sgp,0.156636
17664,B-NAME,-1:word.lower():miyako,0.155944
17665,B-NAME,word.lower():all,0.155761
17666,B-NAME,+1:word.lower():71,0.15572
17667,B-NAME,word[:3]:Op5,0.15572
17668,B-NAME,word.lower():op5316,0.15572
17669,B-NAME,word.lower():tape,0.155616
17670,B-NAME,word.lower():karya,0.15553
17671,B-NAME,word[-3:]:rya,0.15553
17672,B-NAME,+1:word.lower():wangi,0.155462
17673,B-NAME,word[:3]:PRI,0.155313
17674,B-NAME,word[:3]:DAT,0.155129
17675,B-NAME,-1:word.lower():dunahl,0.155109
17676,B-NAME,word[:3]:E98,0.154874
17677,B-NAME,-1:word.lower():x450c,0.154266
17678,B-NAME,+1:word.lower():x450cc,0.154266
17679,B-NAME,word[-3:]:0CA,0.154266
17680,B-NAME,word.lower():x450ca,0.154266
17681,B-NAME,word.lower():skin,0.153578
17682,B-NAME,+1:word.lower():snail,0.153314
17683,B-NAME,word.lower():essential,0.153072
17684,B-NAME,word[-3:]:uid,0.153
17685,B-NAME,word[:3]:All,0.152397
17686,B-NAME,word[-3:]:TRA,0.152222
17687,B-NAME,word.lower():es3060,0.151729
17688,B-NAME,word[:3]:ES3,0.151729
17689,B-NAME,word[-3:]:060,0.151729
17690,B-NAME,-1:word.lower():mamypoko,0.15162
17691,B-NAME,+1:word.lower():taylor,0.1514
17692,B-NAME,word[:3]:Chu,0.1514
17693,B-NAME,word.lower():chuck,0.1514
17694,B-NAME,word.lower():sthm10k-b1,0.15122
17695,B-NAME,-1:word.lower():stanley,0.15122
17696,B-NAME,+1:word.lower():sds,0.15122
17697,B-NAME,word[:3]:STH,0.15122
17698,B-NAME,word[-3:]:-B1,0.15122
17699,B-NAME,+1:word.lower():dual,0.151189
17700,B-NAME,+1:word.lower():whisperer,0.150572
17701,B-NAME,word[:3]:Tsu,0.150077
17702,B-NAME,word[:3]:MS-,0.150033
17703,B-NAME,word[-3:]:910,0.150033
17704,B-NAME,+1:word.lower():smd,0.150033
17705,B-NAME,word.lower():ms-8910,0.150033
17706,B-NAME,-1:word.lower():mastech,0.150033
17707,B-NAME,+1:word.lower():am3,0.149993
17708,B-NAME,word.lower():am2+,0.149993
17709,B-NAME,word[-3:]:M2+,0.149993
17710,B-NAME,-1:word.lower():am2,0.149993
17711,B-NAME,-1:word.lower():monitor,0.149859
17712,B-NAME,+1:word.lower():646,0.149771
17713,B-NAME,word[-3:]:802,0.149695
17714,B-NAME,word.lower():802,0.149695
17715,B-NAME,-1:word.lower():transcover,0.149655
17716,B-NAME,word[:3]:Col,0.149348
17717,B-NAME,word[:3]:MAT,0.149298
17718,B-NAME,+1:word.lower():tv,0.149058
17719,B-NAME,+1:word.lower():2/32gb,0.148995
17720,B-NAME,word[:3]:C2,0.148995
17721,B-NAME,-1:word.lower():realme,0.148995
17722,B-NAME,word.lower():c2,0.148995
17723,B-NAME,word[-3:]:C2,0.148995
17724,B-NAME,word.lower():nanoray,0.148557
17725,B-NAME,+1:word.lower():d27,0.148557
17726,B-NAME,+1:word.lower():611,0.14843
17727,B-NAME,word[:3]:Alo,0.148325
17728,B-NAME,word[-3:]:loe,0.148325
17729,B-NAME,word.lower():aloe,0.148325
17730,B-NAME,-1:word.lower():joyko,0.147523
17731,B-NAME,word.lower():baby,0.147487
17732,B-NAME,word[:3]:SUP,0.146601
17733,B-NAME,word[-3:]:Pod,0.146502
17734,B-NAME,word[-3:]:rmy,0.146444
17735,B-NAME,-1:word.lower():puma,0.146399
17736,B-NAME,word[-3:]:V04,0.145887
17737,B-NAME,word[:3]:V04,0.145887
17738,B-NAME,word.lower():v04,0.145887
17739,B-NAME,+1:word.lower():1156,0.145561
17740,B-NAME,word[:3]:LGA,0.145561
17741,B-NAME,word.lower():lga775,0.145561
17742,B-NAME,word[:3]:FOR,0.145442
17743,B-NAME,word[-3:]:50C,0.144889
17744,B-NAME,+1:word.lower():x450ca,0.144889
17745,B-NAME,word.lower():x450c,0.144889
17746,B-NAME,-1:word.lower():x450,0.144889
17747,B-NAME,word[:3]:Ser,0.14449
17748,B-NAME,word[-3:]:D80,0.144268
17749,B-NAME,word[:3]:D80,0.144268
17750,B-NAME,-1:word.lower():nikon,0.144268
17751,B-NAME,word.lower():d80,0.144268
17752,B-NAME,+1:word.lower():minus,0.144268
17753,B-NAME,word[-3:]:ial,0.144066
17754,B-NAME,word.lower():k8,0.143988
17755,B-NAME,word[-3:]:K8,0.143988
17756,B-NAME,word[:3]:K8,0.143988
17757,B-NAME,word[:3]:Mul,0.143905
17758,B-NAME,word[-3:]:OLD,0.1433
17759,B-NAME,+1:word.lower():skin,0.143228
17760,B-NAME,word[:3]:Pro,0.143208
17761,B-NAME,+1:word.lower():72,0.143172
17762,B-NAME,word[-3:]:AXY,0.143118
17763,B-NAME,word.lower():hot,0.143086
17764,B-NAME,+1:word.lower():x360,0.1429
17765,B-NAME,word[:3]:pav,0.1429
17766,B-NAME,-1:word.lower():cvnx.id,0.142786
17767,B-NAME,+1:word.lower():900,0.142593
17768,B-NAME,-1:word.lower():tinta,0.141696
17769,B-NAME,word.lower():ps3,0.140899
17770,B-NAME,word[:3]:PS3,0.140899
17771,B-NAME,word[-3:]:PS3,0.140899
17772,B-NAME,word[-3:]:mos,0.140804
17773,B-NAME,-1:word.lower():lg,0.140724
17774,B-NAME,+1:word.lower():vxz,0.140564
17775,B-NAME,word[:3]:DLK,0.140564
17776,B-NAME,word.lower():dlk13011b,0.140564
17777,B-NAME,word[-3:]:11B,0.140564
17778,B-NAME,word[:3]:P20,0.140429
17779,B-NAME,word.lower():p205,0.140429
17780,B-NAME,-1:word.lower():solution,0.140429
17781,B-NAME,word[:3]:T33,0.139899
17782,B-NAME,word[-3:]:ney,0.139091
17783,B-NAME,word[:3]:Dis,0.13883
17784,B-NAME,word[-3:]:rak,0.13828
17785,B-NAME,word.lower():jump,0.137827
17786,B-NAME,word[:3]:Whi,0.137652
17787,B-NAME,word[-3:]:821,0.13746
17788,B-NAME,+1:word.lower():gel,0.137453
17789,B-NAME,word[-3:]:ade,0.137421
17790,B-NAME,word[:3]:PK0,0.137171
17791,B-NAME,word.lower():pk00m150,0.137171
17792,B-NAME,+1:word.lower():s081,0.137171
17793,B-NAME,word[-3:]:ora,0.137037
17794,B-NAME,word[:3]:Lip,0.136992
17795,B-NAME,word[-3:]:550,0.136632
17796,B-NAME,+1:word.lower():proyektor,0.136632
17797,B-NAME,-1:word.lower():optoma,0.136632
17798,B-NAME,word.lower():ex550,0.136632
17799,B-NAME,+1:word.lower():led,0.136204
17800,B-NAME,-1:word.lower():terbatas,0.136141
17801,B-NAME,word[:3]:Pop,0.135686
17802,B-NAME,+1:word.lower():ex,0.135537
17803,B-NAME,word[:3]:Rog,0.135174
17804,B-NAME,+1:word.lower():strix,0.135174
17805,B-NAME,word[-3:]:Rog,0.135174
17806,B-NAME,word[-3:]:ash,0.135145
17807,B-NAME,word.lower():sa0079l,0.13506
17808,B-NAME,word[-3:]:79L,0.13506
17809,B-NAME,-1:word.lower():mikasa,0.135048
17810,B-NAME,word[:3]:FT-,0.135048
17811,B-NAME,word[-3:]:T-5,0.135048
17812,B-NAME,word.lower():ft-5,0.135048
17813,B-NAME,word[-3:]:AMP,0.134607
17814,B-NAME,word[-3:]:80M,0.134354
17815,B-NAME,word.lower():sa0080m,0.134354
17816,B-NAME,-1:word.lower():smartfren,0.134277
17817,B-NAME,word[-3:]:ABY,0.13397
17818,B-NAME,word[:3]:BAB,0.13397
17819,B-NAME,word[:3]:GL6,0.133963
17820,B-NAME,word[-3:]:XID,0.133963
17821,B-NAME,word.lower():gl62m-7rdx-1018xid,0.133963
